age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
31,3,5055,3,11,0,9,0,4,1,0,0,44,38,0
28,3,4617,4,2,1,13,4,4,1,0,0,39,38,0
7,3,15519,2,8,0,10,0,4,1,0,0,39,38,0
10,6,17086,3,11,2,10,1,4,1,0,0,39,38,0
23,3,18940,1,13,0,3,0,4,1,111,0,49,38,1
27,6,9995,5,12,0,0,0,4,1,79,0,39,38,0
7,3,16359,2,8,2,4,3,2,1,0,0,49,38,0
54,3,13988,3,14,0,9,0,4,1,0,0,15,38,0
0,3,771,4,7,2,11,3,4,1,0,0,39,38,0
40,5,2374,3,9,0,2,0,4,1,53,0,39,38,0
54,3,985,5,12,0,9,0,4,1,101,0,29,38,1
20,3,14698,0,15,0,9,0,1,1,0,0,39,38,0
16,3,12019,2,8,0,5,0,4,1,0,0,39,38,0
24,3,2435,2,8,0,7,0,4,1,0,0,39,38,0
8,3,25537,5,12,2,0,3,4,0,0,0,39,38,0
25,5,27131,2,8,0,4,0,4,1,0,0,14,38,0
1,3,24954,4,6,2,9,4,2,0,0,0,49,38,0
17,3,18331,2,8,2,5,1,4,1,0,0,39,38,0
40,3,24734,4,5,0,9,5,4,0,0,0,39,38,0
10,1,24618,5,12,2,9,1,4,0,0,0,44,38,0
29,3,27120,5,12,1,9,1,4,0,0,0,7,38,0
47,3,19975,4,6,1,9,1,4,0,62,0,34,38,0
7,3,4965,5,12,2,9,3,4,1,0,0,19,38,0
6,3,16943,5,12,2,5,3,4,1,0,0,29,38,0
16,3,6249,3,9,0,9,0,4,1,0,0,39,38,0
41,4,53,3,10,1,11,1,4,1,29,0,55,38,0
8,3,8552,4,4,0,5,0,4,1,0,0,39,38,0
27,3,14965,1,13,2,9,1,4,0,0,0,54,38,0
36,0,21702,2,8,0,9,0,4,1,0,0,39,38,1
21,1,6730,2,8,0,0,5,4,0,0,0,34,38,1
19,3,25442,5,12,2,9,1,4,0,0,0,44,38,1
8,6,10675,2,8,2,3,1,4,1,0,0,39,38,0
37,0,54,5,12,1,3,4,4,0,0,0,39,38,0
14,3,3353,4,7,1,13,4,2,1,0,0,39,38,0
1,6,25066,2,8,2,0,3,4,1,0,0,39,38,0
23,3,12996,2,8,1,7,1,2,1,0,0,39,38,0
9,3,9573,3,9,0,11,5,2,0,0,0,39,38,0
51,3,9605,0,15,0,9,0,4,1,114,0,49,38,1
16,3,18535,5,12,2,9,1,4,1,29,0,49,38,0
5,3,17960,3,11,2,3,1,4,1,0,0,54,38,0
33,6,12476,3,9,0,2,0,4,1,0,0,39,38,0
7,3,20545,5,12,2,9,3,4,1,0,0,29,38,0
27,3,20828,2,8,1,0,1,4,0,0,0,39,38,0
20,3,27482,2,8,2,7,4,2,1,0,0,39,38,0
17,5,26941,5,12,0,2,0,4,1,0,0,39,38,0
28,0,11180,3,9,1,12,1,4,0,0,0,44,38,1
60,3,9299,1,13,0,9,0,4,1,0,0,7,38,1
8,3,14937,4,5,0,7,3,4,0,0,0,34,38,0
3,3,15496,3,9,1,11,4,2,0,0,0,39,38,0
29,0,6096,2,8,2,0,1,0,1,0,0,39,38,0
9,3,14558,3,11,2,12,3,4,1,0,0,39,38,0
28,3,3586,4,1,0,7,5,4,0,0,0,24,7,0
53,3,4699,2,8,1,9,4,4,0,0,0,3,38,0
40,3,13585,2,8,0,13,0,4,1,0,0,39,38,1
11,3,14789,3,10,2,11,1,4,1,0,0,39,38,0
18,3,9382,3,11,0,9,5,4,0,0,0,15,38,0
19,3,27770,3,9,0,11,0,4,1,97,0,44,38,1
15,3,17129,2,8,2,5,1,4,0,0,0,39,38,0
12,3,23096,5,12,2,11,1,4,1,0,0,49,38,1
19,3,17452,5,12,1,9,4,4,1,0,0,44,38,0
2,3,1399,2,8,2,5,3,4,1,0,0,29,38,0
10,3,11381,5,12,2,12,4,1,0,0,0,19,29,0
31,3,6307,1,13,0,13,0,4,1,0,0,54,38,1
32,5,7725,5,12,0,2,0,4,1,0,0,49,38,0
38,3,17229,1,13,0,12,0,4,1,0,55,19,38,1
44,3,347,2,8,1,4,1,4,0,0,0,80,38,0
25,1,7322,3,9,0,3,0,4,1,111,0,39,38,1
25,0,622,3,11,1,0,1,4,0,0,0,39,38,0
13,1,5812,3,10,0,10,0,4,1,0,0,39,38,0
15,5,8475,2,8,0,6,0,4,1,0,0,39,38,0
20,3,17239,3,9,0,13,0,4,1,0,0,39,38,1
18,3,6236,3,9,0,2,0,4,1,0,0,44,38,0
13,3,12512,3,10,1,0,1,4,0,0,0,39,38,0
13,3,20233,3,14,0,9,0,1,1,0,0,19,18,1
38,3,14236,3,9,0,3,0,4,1,0,0,69,38,1
19,3,22973,3,9,0,13,0,4,1,0,0,39,38,0
16,3,3514,2,8,2,7,3,4,1,0,0,47,38,0
39,1,25893,5,12,0,9,0,4,1,0,0,39,38,1
9,3,1108,3,10,0,2,0,4,1,0,58,39,38,0
20,3,19310,2,8,0,6,0,4,1,0,0,39,38,0
11,3,7108,2,8,2,11,3,4,1,0,0,59,38,0
21,3,5146,2,8,0,13,0,4,1,0,0,49,38,0
59,3,8509,2,8,0,9,0,4,1,0,0,19,38,0
18,3,24149,3,9,2,9,4,2,0,0,0,39,38,0
31,3,19433,3,9,1,0,4,4,0,0,0,42,38,0
18,3,855,3,11,0,2,0,4,1,0,0,39,38,0
22,1,21124,5,12,0,2,0,4,1,0,0,39,38,0
47,3,23322,2,8,0,7,0,4,1,0,0,39,38,0
5,3,23845,2,8,2,0,4,2,0,0,0,39,38,0
28,1,13746,5,12,0,11,0,4,1,0,0,39,38,1
10,3,27504,4,2,0,13,0,4,1,0,0,39,25,0
26,6,9352,2,8,1,0,4,4,0,0,0,49,38,1
6,3,3824,3,9,2,7,3,4,0,0,0,36,38,0
8,3,22571,4,5,2,5,3,2,1,0,28,39,38,0
22,3,19217,1,13,0,9,0,4,1,0,0,49,38,1
46,3,19715,2,8,0,11,5,4,0,0,0,34,38,0
20,3,24312,3,14,0,9,0,4,1,0,0,39,38,1
9,0,18258,2,8,0,0,0,3,1,0,0,39,38,0
16,3,15083,5,12,2,9,1,4,1,0,0,39,1,0
28,4,14244,5,12,0,3,5,1,0,0,0,69,38,0
11,3,7709,3,9,2,0,1,4,0,0,0,39,38,0
3,3,16167,3,9,2,7,3,4,0,0,0,19,38,0
17,3,21036,2,8,0,0,5,4,0,0,0,19,38,0
17,3,16699,3,9,0,13,0,4,1,0,0,39,38,0
24,3,16673,2,8,0,3,0,4,1,0,0,39,38,1
21,3,16737,3,9,0,11,0,4,1,0,0,49,38,1
19,3,14590,5,12,0,3,0,4,1,97,0,39,38,1
21,3,6697,3,9,0,7,0,1,1,0,0,39,29,0
29,4,16077,5,12,0,11,0,4,1,121,0,70,38,1
26,5,4098,5,12,0,11,5,1,0,0,0,59,34,0
32,3,7192,3,9,1,11,4,4,0,0,0,29,38,0
9,1,9953,5,12,2,9,3,4,0,0,0,34,38,0
11,3,8757,2,8,1,0,1,4,0,0,0,34,38,0
37,4,9597,2,8,0,2,0,4,1,0,0,39,38,1
36,3,4031,2,8,2,2,1,3,0,0,0,39,38,0
7,3,9139,3,9,2,5,3,4,1,0,0,49,38,0
6,3,22714,3,9,2,3,3,4,1,0,0,29,38,0
38,1,17660,2,8,1,0,1,4,0,0,0,39,38,0
41,5,16648,4,4,1,2,1,4,1,0,0,39,38,0
9,3,19002,2,8,2,12,2,2,1,0,0,39,38,0
2,3,5478,4,5,2,7,2,2,0,0,0,19,38,0
11,3,18674,3,9,2,9,4,4,0,0,0,39,38,0
28,3,20222,3,9,2,11,1,4,1,0,0,51,38,0
13,3,15762,3,9,0,2,0,4,1,0,0,44,38,1
59,3,6680,2,8,1,7,4,4,0,0,0,32,38,0
30,3,8959,2,8,1,0,4,4,0,0,0,39,38,0
17,3,8374,3,9,1,13,1,4,1,27,0,39,38,0
23,3,18919,3,9,0,0,5,4,0,0,0,34,38,1
7,3,3819,2,8,1,7,4,4,0,0,0,24,38,0
13,3,11184,5,12,0,9,5,4,0,97,0,49,38,1
50,3,22456,3,9,0,13,0,4,1,105,0,9,38,1
7,3,18055,2,8,0,6,5,4,0,0,0,39,38,0
26,1,19380,3,9,1,0,4,4,0,0,0,39,38,0
12,3,21532,4,7,2,2,4,4,1,0,0,39,38,0
23,3,7598,2,8,0,6,0,4,1,0,0,39,38,0
44,0,13247,3,9,0,9,0,4,1,0,0,39,38,0
28,1,17983,0,15,0,3,0,4,1,97,0,44,38,1
4,6,1277,3,9,2,12,1,4,0,0,0,49,38,0
41,3,25335,2,8,0,3,0,4,1,97,0,39,38,1
35,3,3282,3,9,0,12,0,4,1,0,0,39,38,0
17,3,13015,2,8,2,0,3,4,1,0,0,39,38,0
3,3,21697,3,9,2,9,2,2,0,3,0,19,38,0
8,3,898,3,9,2,9,1,4,1,0,0,39,38,0
29,3,24642,2,8,0,6,0,4,1,0,0,39,38,0
37,3,6161,3,9,1,3,1,4,0,0,0,39,38,0
26,6,16124,1,13,0,9,0,4,1,0,0,39,38,1
8,3,22867,4,4,0,6,0,4,1,0,0,39,25,0
4,3,15991,3,11,2,0,1,4,0,0,0,24,38,0
48,3,20182,3,9,1,9,1,4,1,106,0,49,38,1
20,3,12489,2,8,1,7,1,4,1,0,0,39,38,0
12,3,3991,2,8,1,7,1,4,1,103,0,39,38,1
27,3,12558,5,12,0,3,0,4,1,0,0,39,38,1
20,0,4339,3,9,0,0,0,4,1,97,0,39,38,1
21,3,24356,3,9,0,7,5,2,0,0,0,39,38,0
18,3,10720,3,9,0,11,0,4,1,79,0,69,38,0
15,3,8374,2,8,0,0,0,4,1,0,0,39,38,0
27,5,12377,3,9,1,11,4,4,1,0,0,59,38,0
22,3,16408,5,12,0,9,5,4,0,0,0,29,38,0
6,3,12982,3,9,2,7,2,4,0,0,0,24,38,0
8,4,13857,5,12,2,11,1,4,1,0,0,44,38,1
6,3,3639,3,9,2,11,3,4,0,0,0,27,38,0
30,3,17292,3,9,0,2,0,4,1,0,0,39,38,0
30,3,9483,4,6,1,2,1,4,0,0,0,44,38,0
8,3,5,2,8,2,5,1,4,1,0,0,39,38,0
18,3,9855,3,9,0,2,0,4,1,0,0,44,38,0
51,3,2161,4,3,0,9,0,0,1,0,0,39,38,0
33,3,10738,3,10,0,12,0,4,1,52,0,39,38,1
30,3,10117,2,8,1,6,4,4,0,0,0,39,38,0
18,3,14835,0,15,0,3,0,4,1,0,0,44,38,1
7,3,25010,2,8,2,0,1,4,1,0,0,39,38,0
4,3,16475,2,8,2,6,3,4,1,28,0,39,38,0
18,3,21948,5,12,1,9,1,4,0,0,0,39,38,1
13,3,22734,5,12,0,7,5,1,0,0,0,39,29,0
0,3,7772,4,6,2,7,3,2,1,0,0,19,38,0
32,3,16626,2,8,1,9,4,4,0,0,0,39,3,0
10,3,25966,4,2,2,7,1,4,1,0,0,59,7,0
5,3,20359,2,8,2,11,3,2,0,0,0,14,38,0
5,6,4624,3,9,2,0,3,4,0,0,0,39,38,0
33,3,11202,2,8,0,2,0,4,1,0,0,1,38,0
34,5,10889,3,10,0,12,0,4,1,0,0,37,38,1
10,3,1123,5,12,0,12,0,4,1,0,0,29,38,0
10,3,24763,5,12,2,9,1,4,0,0,0,19,38,0
6,2,14686,4,3,1,9,1,4,1,0,0,34,38,0
3,6,25318,2,8,2,7,1,4,0,0,0,39,38,0
25,3,754,2,8,0,3,0,4,1,0,0,47,38,0
15,3,24609,2,8,0,2,0,4,1,121,0,39,38,1
28,3,9626,5,12,0,3,0,4,1,0,0,37,38,1
18,3,22225,4,3,1,7,4,4,0,0,0,78,38,0
5,3,1520,2,8,0,2,3,4,1,0,0,39,38,0
17,3,10376,3,9,2,0,4,4,0,0,0,37,38,0
11,3,1763,5,12,2,0,1,4,0,0,0,39,38,0
21,3,19892,5,12,1,8,4,4,0,0,0,23,38,0
31,1,15712,3,9,0,10,0,4,1,0,0,41,38,1
5,3,25476,3,9,2,9,1,4,1,0,0,39,38,0
17,3,25308,1,13,0,2,0,4,1,0,0,39,25,0
8,3,10771,2,8,0,0,5,4,0,0,0,49,38,1
6,1,102,2,8,2,9,1,4,0,0,0,39,38,0
21,3,5700,3,9,0,11,0,4,1,0,0,59,38,1
26,3,12624,2,8,2,7,4,2,0,0,0,39,38,0
32,1,18933,2,8,0,6,0,2,1,0,0,39,38,1
6,3,7610,3,9,1,0,1,4,1,0,0,39,38,0
40,3,17828,2,8,1,0,1,4,0,0,0,39,38,0
7,3,27107,5,12,2,12,3,4,1,0,0,39,38,0
27,4,5440,3,9,0,2,0,4,1,0,0,57,38,1
17,3,19556,3,11,1,2,1,4,1,0,0,49,38,0
12,1,14649,3,9,0,9,0,4,1,0,0,39,38,0
12,3,20327,4,6,2,7,4,2,0,0,0,39,38,0
18,3,560,2,8,0,13,0,4,1,0,0,49,38,1
31,3,18327,2,8,0,2,0,4,1,0,0,39,38,0
21,3,26085,2,8,2,2,1,4,1,0,0,35,38,0
25,1,8690,2,8,1,10,4,4,0,0,0,49,38,0
36,3,19474,3,9,1,3,4,4,0,0,0,39,38,0
12,3,3035,3,14,2,9,1,4,0,0,0,54,38,0
42,3,15591,5,12,0,11,0,4,1,0,0,70,38,0
14,3,4772,2,8,2,2,4,4,1,0,0,39,38,0
17,3,14000,2,8,0,2,0,4,1,0,0,39,38,0
34,3,7413,5,12,1,3,1,4,1,0,88,49,38,1
8,3,11472,2,8,2,6,3,4,1,71,0,39,38,0
11,3,9682,2,8,1,9,3,4,0,0,0,9,38,0
13,3,17002,2,8,0,2,0,4,1,0,47,39,38,1
29,3,3590,2,8,1,5,1,4,0,0,0,47,38,0
28,3,14795,2,8,2,7,4,2,0,0,0,39,38,0
6,3,9062,3,9,2,3,2,2,0,0,0,39,38,0
16,3,4710,3,11,1,6,1,4,0,0,0,41,38,0
27,3,11011,5,12,0,12,5,4,0,0,0,19,38,1
8,3,27421,2,8,2,7,3,4,1,0,0,39,7,0
31,6,9801,3,9,1,7,3,4,1,0,0,39,38,0
6,3,22959,2,8,2,11,1,4,0,0,0,39,38,0
16,5,2462,3,10,0,9,5,4,0,52,0,49,38,1
3,3,9613,3,9,0,11,2,4,0,0,0,29,38,0
6,3,26862,5,12,2,9,1,4,0,0,0,39,38,0
54,3,7608,2,8,1,0,1,4,0,0,0,39,38,0
5,6,7273,5,12,2,9,1,4,0,0,0,39,38,0
19,3,16023,5,12,0,9,0,4,1,111,0,49,38,1
10,3,22501,4,6,2,2,2,4,1,0,0,59,38,0
23,3,15109,2,8,2,7,1,4,0,0,0,34,38,0
13,3,21371,3,9,1,6,4,4,1,0,0,49,38,0
13,6,19300,3,10,0,10,0,4,1,0,0,39,38,0
13,3,24994,3,9,0,6,0,4,1,0,0,39,38,0
18,3,11726,5,12,0,9,0,4,1,79,0,39,38,0
22,3,25915,2,8,2,0,4,2,0,0,0,39,38,0
22,0,17373,2,8,0,0,0,4,1,0,0,49,38,0
57,3,17359,4,2,0,13,0,2,1,0,0,39,38,0
15,4,3436,3,9,0,3,0,4,1,111,0,49,38,1
8,3,4043,2,8,0,13,0,2,1,0,0,39,38,0
47,3,3929,3,9,1,3,4,4,0,0,0,39,38,0
30,5,11535,2,8,0,6,0,4,1,94,0,39,38,1
20,3,8450,5,12,0,3,5,4,0,0,0,36,38,1
30,3,16137,2,8,0,2,0,4,1,0,0,39,38,1
16,3,13978,2,8,0,6,0,4,1,0,0,39,38,1
23,3,15161,3,10,1,9,4,4,0,0,0,39,38,1
5,3,27559,2,8,2,7,1,2,1,0,0,78,38,0
39,3,12386,2,8,0,6,0,4,1,0,0,39,38,0
20,3,14905,2,8,2,0,3,4,0,0,0,54,38,0
13,4,7071,3,9,0,3,0,4,1,0,0,69,38,0
3,3,19741,4,7,2,9,1,4,0,0,0,34,21,0
36,6,1541,1,13,0,3,0,4,1,111,0,37,38,1
26,3,15515,5,12,0,2,0,4,1,0,0,47,38,1
6,3,19672,2,8,0,13,0,4,1,0,0,39,38,0
26,5,9977,2,8,0,2,0,4,1,0,0,29,38,0
13,3,17796,2,8,2,5,3,4,1,0,0,39,38,0
3,3,1403,3,9,2,0,3,4,0,0,0,45,38,0
5,3,22755,3,10,2,2,3,4,1,0,0,39,38,0
21,3,27339,5,12,2,3,1,4,1,0,0,49,38,0
37,5,6494,3,9,0,11,0,4,1,0,0,39,38,0
6,3,6372,2,8,2,2,1,4,1,0,0,39,38,0
29,3,18742,2,8,0,13,0,2,1,0,0,39,38,0
42,3,14365,4,5,0,6,0,4,1,0,0,39,38,0
11,3,11722,4,5,1,9,1,4,1,0,0,49,38,0
1,3,18050,4,7,2,9,1,4,1,0,0,24,38,0
24,1,26222,3,10,2,7,1,4,1,0,0,39,38,0
25,3,13631,3,10,0,13,0,4,1,0,0,47,38,0
41,3,15027,3,9,0,3,0,4,1,0,0,39,38,1
7,3,4747,2,8,0,11,0,4,1,0,0,49,38,0
22,3,5284,5,12,0,0,0,4,1,0,0,44,38,1
11,3,14141,5,12,2,12,1,4,0,0,56,34,38,0
8,3,11557,1,13,2,11,1,4,1,0,0,54,38,0
12,3,5092,3,9,1,11,4,4,0,0,0,53,38,0
36,3,9576,4,2,0,2,0,4,1,0,0,39,38,0
46,1,10127,2,8,0,10,0,4,1,0,0,39,38,0
9,6,5648,3,10,1,3,1,4,0,0,0,37,38,0
4,3,9743,2,8,2,5,1,4,1,62,0,49,38,0
28,3,14545,3,9,0,2,0,4,1,0,0,39,38,1
12,3,8526,3,10,2,0,3,4,0,0,0,39,38,0
55,1,9407,0,15,0,3,0,4,1,0,12,39,38,0
34,3,17481,4,5,1,2,2,4,1,0,0,39,38,0
4,3,17427,4,4,1,5,3,4,1,0,0,39,38,0
21,3,18747,3,9,1,11,4,2,0,0,0,39,38,0
21,3,3556,5,12,0,9,5,4,0,0,0,39,38,1
29,3,11448,1,13,0,9,0,4,1,0,0,40,38,0
14,5,7069,5,12,1,3,4,4,1,0,0,59,38,1
51,1,13151,4,5,1,7,1,2,0,0,0,87,38,0
26,3,26453,2,8,0,9,0,4,1,0,0,39,38,0
4,3,14205,2,8,2,11,3,4,1,0,0,39,38,0
27,3,12537,5,12,0,9,0,4,1,0,0,2,38,0
39,0,15751,0,15,0,9,0,4,1,0,0,39,38,1
3,3,23098,2,8,2,9,3,4,1,0,0,11,38,0
19,3,12780,2,8,0,2,0,4,1,81,0,39,38,1
4,3,1968,2,8,2,0,1,4,0,0,0,24,38,0
4,3,24736,3,9,2,10,1,2,0,121,0,39,38,1
35,1,10194,3,9,0,2,0,4,1,0,0,39,38,0
39,4,16937,0,15,0,9,0,4,1,121,0,69,38,1
35,3,7992,5,12,1,7,1,4,0,0,91,19,38,1
34,5,7279,5,12,0,3,0,4,1,0,0,24,38,0
12,3,20340,2,8,1,6,4,4,1,0,0,39,38,0
19,3,3240,3,9,2,2,1,2,1,0,0,54,38,0
12,3,13343,2,8,0,4,0,4,1,0,0,54,38,0
4,3,12199,2,8,2,11,3,4,0,0,0,29,38,0
41,3,25959,4,1,0,4,0,4,1,0,0,39,38,0
20,3,7884,2,8,2,6,1,4,1,0,0,39,38,0
33,3,4869,3,9,1,2,1,2,0,0,0,44,38,0
13,3,26399,2,8,2,5,1,4,1,0,0,49,10,0
12,3,21448,2,8,2,4,3,2,1,0,0,29,38,0
31,5,736,2,8,0,2,0,4,1,0,0,39,38,0
33,5,11751,4,3,0,4,0,4,1,0,0,39,38,0
22,3,16671,3,11,0,0,5,4,0,0,0,24,38,1
18,0,5462,3,14,0,9,0,4,1,0,0,54,38,0
37,3,9525,2,8,0,12,0,4,1,97,0,24,38,1
7,3,13779,2,8,0,7,5,4,0,0,0,24,38,0
3,3,22216,2,8,2,5,2,4,1,0,0,44,38,0
13,5,23069,3,9,0,11,0,0,1,0,0,54,38,1
2,5,3170,2,8,2,0,3,1,0,0,0,29,38,0
9,3,16223,2,8,2,11,1,2,1,0,0,39,38,0
21,3,6164,2,8,0,11,0,4,1,0,55,95,38,1
8,3,16599,3,9,2,7,1,4,0,0,0,39,38,0
16,3,4852,3,9,1,2,4,4,1,0,0,49,38,0
43,1,7614,5,12,0,9,0,4,1,94,0,39,38,1
13,3,22859,3,9,2,5,1,4,1,0,0,39,38,0
13,3,7069,5,12,2,9,1,4,1,0,0,39,38,0
2,3,16080,4,3,2,7,1,4,0,0,0,39,38,0
6,3,6851,2,8,2,2,3,4,1,0,0,39,38,0
10,3,19581,3,9,0,9,0,4,1,0,0,39,38,1
3,3,6479,3,9,2,9,1,4,1,0,0,39,38,0
22,6,13059,3,11,0,10,0,4,1,0,0,51,38,0
16,3,14849,4,3,0,4,0,4,1,0,0,44,25,0
48,3,16906,2,8,0,4,0,4,1,0,0,23,38,0
17,3,15653,5,12,0,3,0,4,1,0,0,49,38,1
3,3,18088,2,8,2,11,3,4,0,0,0,24,25,0
6,3,24560,3,9,2,9,1,4,1,0,0,39,38,0
8,3,15841,4,5,2,2,3,4,1,0,0,39,38,0
11,3,13635,5,12,2,3,1,4,0,0,23,49,38,1
14,3,17047,4,6,2,5,3,4,1,0,0,24,38,0
11,6,1210,5,12,2,9,3,4,1,92,0,39,38,0
20,3,23944,2,8,1,7,1,4,0,0,0,39,38,0
35,3,8923,3,9,0,3,0,4,1,0,55,49,38,1
49,0,1236,3,10,1,7,4,2,0,54,0,39,38,0
14,3,7590,2,8,2,7,1,4,1,0,0,39,38,0
20,3,3395,5,12,0,3,0,4,1,0,0,49,38,1
28,0,2362,5,12,0,0,0,4,1,79,0,44,38,0
28,3,14907,3,11,1,3,4,4,1,0,0,39,38,0
27,3,5630,2,8,0,11,0,4,1,0,0,59,38,0
15,1,1465,5,12,1,9,1,4,1,0,0,39,38,0
18,3,9254,2,8,0,6,0,4,1,0,0,59,38,1
36,3,5200,4,6,1,13,1,4,1,0,0,39,1,0
37,3,8926,3,9,0,2,0,4,1,52,0,39,10,1
26,3,20012,3,10,0,2,0,4,1,0,0,39,38,0
13,3,8275,3,9,2,2,4,4,1,0,0,39,38,0
32,3,24373,3,9,1,3,1,4,1,55,0,49,38,0
35,3,4582,0,15,0,3,0,4,1,0,0,56,38,1
3,3,11505,3,9,2,0,3,4,0,0,0,3,38,0
43,0,11558,2,8,0,12,0,4,1,0,55,39,38,1
28,3,21573,3,11,1,6,3,4,1,0,0,39,38,0
31,3,5169,5,12,0,3,0,4,1,94,0,59,38,1
11,3,1146,5,12,0,11,0,4,1,0,0,59,38,1
44,3,19414,3,14,0,9,0,4,1,0,0,39,38,1
31,1,6609,3,9,0,3,0,4,1,0,0,39,38,0
15,3,10684,3,9,0,12,0,4,1,0,0,44,38,0
10,5,1382,2,8,2,2,1,4,1,0,0,29,38,0
21,3,27350,5,12,0,7,0,4,1,0,0,34,25,0
16,3,25286,4,2,1,13,4,3,1,0,0,19,7,0
26,3,8555,1,13,1,3,1,4,0,0,0,49,38,1
19,3,20593,2,8,1,13,2,4,1,0,0,59,25,0
21,3,6217,4,6,0,13,0,4,1,0,0,39,38,0
7,1,15920,2,8,2,12,1,4,0,0,0,39,38,0
5,3,23565,4,5,2,2,3,4,1,0,0,39,38,0
13,3,22885,5,12,2,7,1,4,1,0,0,39,38,0
38,3,27438,1,13,0,9,0,4,1,0,0,39,38,1
29,5,1500,3,14,0,3,0,4,1,111,0,54,38,1
22,6,19967,2,8,0,10,0,4,1,0,0,49,38,0
33,3,24855,2,8,0,6,0,4,1,0,19,39,38,0
17,3,709,3,10,1,0,4,4,0,0,9,39,38,0
30,6,6948,5,12,0,9,0,4,1,0,0,59,38,1
29,3,19583,2,8,0,11,0,4,1,0,0,39,38,0
6,3,9041,2,8,2,9,3,4,1,0,0,59,38,0
26,3,18005,3,9,1,12,3,4,0,0,29,70,38,0
28,3,14954,2,8,1,6,4,4,1,0,0,39,38,0
38,3,26184,5,12,0,2,2,4,1,0,0,39,38,0
51,3,14442,2,8,0,2,0,4,1,0,0,7,38,0
22,3,9207,3,10,0,6,0,4,1,0,0,39,38,0
22,3,2126,2,8,1,4,1,4,0,0,0,39,38,0
20,3,7862,5,12,2,2,1,4,1,0,0,39,38,0
2,3,25131,3,9,2,13,3,4,1,0,0,39,38,0
3,3,15454,4,6,2,2,3,4,1,0,0,19,38,0
32,3,27679,3,10,1,9,4,4,0,0,0,39,38,0
16,3,9948,3,9,0,2,0,4,1,0,0,39,38,0
4,3,23664,2,8,2,7,1,4,1,0,0,34,38,0
55,3,13088,5,12,0,9,0,4,1,0,0,2,38,0
41,1,25857,1,13,1,9,4,4,1,0,0,34,38,1
26,4,12861,2,8,2,3,1,2,1,0,0,54,38,0
45,3,26815,4,6,1,7,1,2,0,0,0,20,38,0
4,3,25338,3,9,2,4,3,4,1,0,0,19,38,0
9,3,24945,3,9,0,3,0,4,1,0,0,59,38,0
10,3,6545,4,4,0,2,0,4,1,0,0,39,38,0
17,3,11383,3,9,0,9,0,4,1,0,51,37,38,1
32,1,11608,2,8,1,7,4,4,0,0,0,39,38,0
11,3,20709,2,8,2,9,2,4,0,0,0,39,38,0
17,5,19607,5,12,0,9,0,2,1,0,50,47,38,1
12,3,5303,3,9,0,0,5,4,0,0,0,39,38,1
41,3,26978,4,5,0,13,0,4,1,0,0,49,38,1
28,4,5608,2,8,1,3,1,4,0,0,0,39,38,0
30,5,11155,5,12,2,2,1,4,0,0,0,39,38,0
36,3,4286,2,8,0,2,0,4,1,0,0,39,38,1
35,1,1362,4,5,0,2,0,4,1,79,0,39,38,0
30,3,12010,4,6,1,7,4,4,0,0,0,14,38,0
19,1,26715,5,12,0,9,0,4,1,0,50,39,38,1
31,3,19819,5,12,0,3,0,4,1,97,0,64,38,1
18,3,9932,3,9,0,3,0,4,1,0,0,39,38,1
32,3,9781,5,12,0,3,0,4,1,0,51,49,38,1
26,3,3273,3,9,0,13,0,4,1,0,0,44,38,0
16,3,13164,5,12,0,3,0,4,1,0,0,49,10,1
32,1,15358,3,11,0,0,0,4,1,0,0,39,38,0
0,3,21662,4,5,2,7,1,4,1,0,0,19,7,0
11,3,3521,3,9,1,9,1,4,0,0,0,29,38,0
8,3,24916,5,12,2,12,1,4,1,0,0,39,38,0
52,3,6131,4,4,0,9,0,4,1,0,0,19,38,0
24,5,22671,3,10,1,11,1,4,1,0,0,59,38,0
14,3,17004,5,12,0,0,0,4,1,0,0,39,38,1
40,3,26939,1,13,1,3,4,4,1,0,0,39,38,1
32,3,5194,3,9,0,9,0,4,1,0,47,43,38,1
23,3,22327,5,12,0,9,0,4,1,0,0,39,38,1
38,3,7587,3,10,0,9,0,4,1,0,55,49,10,1
30,3,15329,3,9,1,3,1,4,1,0,0,59,38,0
33,3,7266,4,7,1,13,1,4,1,0,0,39,38,0
19,3,4064,5,12,2,9,3,4,1,0,0,49,38,0
0,3,19440,4,6,2,5,3,4,1,0,0,24,38,0
13,1,24217,2,8,0,10,0,4,1,0,0,39,38,1
62,3,11506,2,8,0,9,0,4,1,0,0,39,38,0
25,3,15384,2,8,0,6,0,4,1,0,0,39,38,1
50,5,15577,2,8,0,4,0,4,1,0,0,49,38,0
19,3,4830,2,8,0,6,0,4,1,0,0,44,38,1
18,3,4268,1,13,0,3,0,4,1,0,0,49,38,1
10,3,12660,5,12,2,9,1,4,0,0,0,39,38,0
4,3,2423,4,3,2,6,3,4,1,0,0,39,38,0
29,3,26211,2,8,0,9,0,4,1,0,0,39,38,0
28,3,16020,5,12,0,11,0,4,1,0,51,44,38,1
3,3,5972,4,6,2,12,2,4,1,0,0,39,38,0
0,3,12638,4,6,2,7,3,4,1,0,0,19,38,0
23,3,1628,3,9,1,7,1,2,1,75,0,49,38,1
11,3,21516,5,12,0,3,0,4,1,0,0,39,38,1
16,3,4558,4,6,2,2,3,4,1,0,0,39,38,0
